nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
Brc1cc2c(NCc3ccccc3)ncnc2s1,P00533,IC50,6.617982957425132,CHEMBL3416599,CHEMBL203
Brc1cc2c(NCc3ccccn3)ncnc2s1,P00533,IC50,5.102153068420428,CHEMBL3416616,CHEMBL203
Brc1cc2c(NCc3cccs3)ncnc2s1,P00533,IC50,5.862013267276469,CHEMBL3416619,CHEMBL203
Brc1cc2c(NCc3ccncc3)ncnc2s1,P00533,IC50,5.410832609453952,CHEMBL3416614,CHEMBL203
Brc1cc2c(Nc3ccccc3)ncnc2s1,P00533,IC50,7.096910013008056,CHEMBL3416621,CHEMBL203
Brc1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,P00533,IC50,6.1487416512809245,CHEMBL2325098,CHEMBL203
Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,P00533,IC50,6.309803919971486,CHEMBL2325091,CHEMBL203
Brc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,P00533,IC50,5.221848749616356,CHEMBL381306,CHEMBL203
Brc1ccc2c(c1)CNc1c(Nc3ccccc3)ncnc1O2,P00533,IC50,5.0,CHEMBL382862,CHEMBL203
Brc1cccc(Nc2ncnc3[nH]ccc23)c1,P00533,IC50,8.424812155072338,CHEMBL5181237,CHEMBL203
Brc1cccc(Nc2ncnc3c2NCc2cc(Br)ccc2O3)c1,P00533,IC50,6.0,CHEMBL383614,CHEMBL203
Brc1cccc(Nc2ncnc3c2NCc2ccccc2O3)c1,P00533,IC50,5.468521082957745,CHEMBL203219,CHEMBL203
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,P00533,IC50,8.270025714300445,CHEMBL126384,CHEMBL203
Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,P00533,IC50,8.720105019988361,CHEMBL126623,CHEMBL203
Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,P00533,IC50,9.289967300934247,CHEMBL126791,CHEMBL203
Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,P00533,IC50,8.489991487059765,CHEMBL128987,CHEMBL203
Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,P00533,IC50,9.040005161671584,CHEMBL338114,CHEMBL203
Brc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c1,P00533,IC50,7.733298033115912,CHEMBL3806143,CHEMBL203
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,P00533,IC50,9.36001575195841,CHEMBL39337,CHEMBL203
Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,P00533,IC50,9.36001575195841,CHEMBL447331,CHEMBL203
Brc1cccc(Nc2ncnc3ccc(NCCCN4CCCCC4)cc23)c1,P00533,IC50,9.387216143280265,CHEMBL2425736,CHEMBL203
Brc1cccc(Nc2ncnc3ccc4c(c23)OCCN4)c1,P00533,IC50,6.919012953089113,CHEMBL5287505,CHEMBL203
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,P00533,IC50,9.154901959985745,CHEMBL162622,CHEMBL203
Brc1cccc(Nc2ncnc3sc4c(c23)CCCC4)c1,P00533,IC50,8.58335949266172,CHEMBL4171764,CHEMBL203
C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C,P00533,IC50,7.294478386577333,CHEMBL5070579,CHEMBL203
C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21,P00533,IC50,7.862645888629267,CHEMBL4790568,CHEMBL203
C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,P00533,IC50,8.397940008672037,CHEMBL65250,CHEMBL203
C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,P00533,IC50,7.540607512240769,CHEMBL598798,CHEMBL203
C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,P00533,IC50,7.1487416512809245,CHEMBL3416634,CHEMBL203
C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,P00533,IC50,6.070581074285707,CHEMBL95320,CHEMBL203
C#Cc1cccc(Nc2cccc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,P00533,IC50,8.619788758288394,CHEMBL4637274,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC(C)C)c4c(c23)OCCO4)c1,P00533,IC50,7.625251653989896,CHEMBL3805509,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC(C)COC)c4c(c23)OCCO4)c1,P00533,IC50,6.324588306285136,CHEMBL3805584,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)C=CCN(C)C4CC4)cc23)c1,P00533,IC50,8.481486060122112,CHEMBL3622674,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)C=CCN4CCCCC4)cc23)c1,P00533,IC50,8.568636235841012,CHEMBL3622672,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)C=CCNC4CC4)cc23)c1,P00533,IC50,8.102372908709558,CHEMBL3622677,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,P00533,IC50,8.619788758288394,CHEMBL598797,CHEMBL203
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,P00533,IC50,9.30102999566398,CHEMBL3355882,CHEMBL203
