nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
Brc1ccc(-c2nnc3sc(-c4ccoc4)nn23)cc1,P22303,IC50,5.7495799976911055,CHEMBL2375482,CHEMBL220
Brc1ccc(-n2cc(COc3ccc(C=NNc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1,P22303,IC50,4.892790030352131,CHEMBL4526428,CHEMBL220
Brc1ccc(C=C2CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(Br)cc2)cc1,P22303,IC50,6.136677139879544,CHEMBL3948489,CHEMBL220
Brc1ccc(C=C2CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(Br)cc2)cc1,P22303,IC50,5.8297382846050425,CHEMBL3958208,CHEMBL220
Brc1ccc(C=NC2CCN(Cc3ccccc3)C2)cc1,P22303,IC50,5.885055584287415,CHEMBL4794000,CHEMBL220
Brc1ccc(CN2CCN(c3nccc(NCc4ccccc4)n3)CC2)cc1,P22303,IC50,4.5934598195660445,CHEMBL1766143,CHEMBL220
Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,P22303,IC50,6.876148359032914,CHEMBL4741398,CHEMBL220
Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,P22303,IC50,5.00436480540245,CHEMBL2047226,CHEMBL220
Brc1ccc([N+]2=Cc3ccccc3CC2)cc1,P22303,IC50,4.978810700930062,CHEMBL4779440,CHEMBL220
Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,P22303,IC50,7.300509466670935,CHEMBL330004,CHEMBL220
Brc1cccc(-c2nnc3sc(-c4ccoc4)nn23)c1,P22303,IC50,6.46344155742847,CHEMBL2375483,CHEMBL220
C#CCCCCCCCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,P22303,IC50,6.909389292171594,CHEMBL5394478,CHEMBL220
C#CCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,P22303,IC50,5.96617430604669,CHEMBL5400593,CHEMBL220
C#CCN(C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12)C(C)C,P22303,IC50,5.2713216331490855,CHEMBL5428978,CHEMBL220
C#CCN(C)C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1,P22303,IC50,5.836838625022981,CHEMBL5410208,CHEMBL220
C#CCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,P22303,IC50,6.468138050904191,CHEMBL5431791,CHEMBL220
C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,P22303,IC50,5.549012058582651,CHEMBL356385,CHEMBL220
C#CCN(C)C1CCc2c(OC(=O)N(C)CC)cccc21,P22303,IC50,5.3979400086720375,CHEMBL1190983_CHEMBL542016,CHEMBL220
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,P22303,IC50,6.212987305964141,CHEMBL1929421,CHEMBL220
C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,P22303,IC50,6.275724130399211,CHEMBL4173258,CHEMBL220
C#CCN(C)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,P22303,IC50,4.565431095965801,CHEMBL491527,CHEMBL220
C#CCN(C)Cc1ccc(O)c2ncccc12,P22303,IC50,5.7447274948966935,CHEMBL3291021,CHEMBL220
C#CCN(CC#C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,P22303,IC50,6.333388431580969,CHEMBL5399188,CHEMBL220
C#CCN(CC)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12,P22303,IC50,5.123435786016154,CHEMBL5421921,CHEMBL220
C#CCN(CCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,P22303,IC50,5.920818753952375,CHEMBL4075667,CHEMBL220
C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1,P22303,IC50,6.187086643357144,CHEMBL2022933,CHEMBL220
C#CCNC1CCCc2ccc(OC(=O)N(C)CC)cc21,P22303,IC50,4.280668713016273,CHEMBL4579904,CHEMBL220
